sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
masculino;comercio;comidas rapidas;aranjuez;3;4.0;25/04/2018;3000000.0;microempresarial
masculino;servicio;deposito de ;el compromiso;1;1.0;11/05/2018;3000000.0;microempresarial
femenino;industria;fabrica de ;manrique central no. 1;2;4.0;8/06/2018;7000000.0;microempresarial
femenino;servicio;comidas rapidas;san javier no.1;1;13.0;1/04/2016;4000000.0;microempresarial
masculino;comercio;organización y ;centro admtivo;3;10.0;24/08/2017;18000000.0;juridica y cap.semilla
femenino;servicio;restaurante;cabecera san cristobal;1;60.0;25/04/2018;7800000.0;microempresarial
femenino;comercio;cafeteria;aranjuez;2;4.0;13/12/2016;6890000.0;microempresarial
femenino;industria;variedades;belencito;2;13.0;12/10/2016;5000000.0;microempresarial
femenino;comercio;variedades;centro admtivo;3;10.0;31/01/2018;7300000.0;microempresarial
femenino;servicio;peluqueria;villa del socorro;2;2.0;13/01/2017;2.0;microempresarial
femenino;servicio;fotografia;villa niza;2;2.0;19/01/2017;6000000.0;microempresarial
femenino;comercio;cafeteria;aranjuez;1;4.0;16/02/2018;4000000.0;microempresarial
masculino;comercio;distribuidora de ;cabecera san cristobal;2;60.0;2/05/2016;3000000.0;microempresarial
femenino;industria;fabrica de ;manrique oriental;2;3.0;29/03/2017;3500000.0;microempresarial
femenino;comercio;almacen de ropa en ;santa cruz;2;2.0;18/12/2017;7377000.0;microempresarial
femenino;servicio;peluqueria;santa lucia;3;12.0;23/03/2017;7000000.0;microempresarial
masculino;comercio;fabrica de calzado;robledo;2;7.0;30/03/2017;5000000.0;microempresarial
masculino;servicio;peluqueria;enciso;2;8.0;3/10/2018;5000000.0;microempresarial
femenino;comercio;tienda;belencito;2;13.0;12/05/2016;6000000.0;microempresarial
femenino;industria;fabrica de ;olaya herrera;1;7.0;17/05/2018;5000000.0;microempresarial
femenino;industria;fabrica de ;manrique central no. 2;2;3.0;18/04/2016;6000000.0;microempresarial
masculino;comercio;variedades;robledo;2;7.0;14/06/2016;40000000.0;microempresarial
masculino;industria;carpinteria;manrique oriental;2;3.0;18/07/2017;7377000.0;microempresarial
masculino;comercio;tienda;el salvador;3;9.0;4/03/2016;6890000.0;microempresarial
masculino;industria;fabrica de ;villa niza;2;2.0;21/07/2017;7377000.0;microempresarial
femenino;industria;fabrica de ;enciso;3;8.0;6/11/2018;17187324.0;empresarial ed. 
masculino;servicio;restaurante;villa hermosa;3;8.0;4/07/2017;5800000.0;microempresarial
femenino;comercio;variedades;carpinelo;1;1.0;16/04/2018;2500000.0;microempresarial
femenino;comercio;almacen de ropa en ;llanaditas;1;8.0;27/09/2018;5000000.0;microempresarial
femenino;comercio;cafeteria;belen;3;16.0;13/06/2017;7370000.0;microempresarial
femenino;comercio;variedades;castilla;2;5.0;27/08/2018;3000000.0;microempresarial
masculino;agropecuaria;criadero de animales ;san javier no.1;1;13.0;23/02/2018;6000000.0;microempresarial
masculino;comercio;tienda;manrique oriental;2;3.0;9/06/2016;6890000.0;microempresarial
femenino;comercio;peluqueria;santa cruz;2;2.0;6/02/2018;4500000.0;microempresarial
femenino;comercio;almacen de ropa en ;buenos aires;3;9.0;27/11/2017;7000000.0;microempresarial
femenino;comercio;taller de mecanica;san pablo;1;1.0;20/03/2018;7800000.0;microempresarial
femenino;servicio;licorera;la esperanza;1;6.0;29/09/2016;4000000.0;microempresarial
femenino;comercio;restaurante;pablo vi;2;2.0;4/08/2017;7000000.0;microempresarial
masculino;comercio;legumbreria;popular;1;1.0;24/08/2017;1000000.0;microempresarial
femenino;comercio;variedades;manrique central no. 1;2;4.0;24/07/2018;5000000.0;microempresarial
femenino;comercio;restaurante;belen;3;16.0;3/05/2017;20000000.0;juridica y cap.semilla
femenino;industria;fabrica de ;robledo;2;7.0;30/11/2016;6890000.0;microempresarial
femenino;industria;fabrica de ;la milagrosa;3;9.0;15/02/2019;8200000.0;microempresarial
femenino;servicio;variedades;robledo;3;7.0;24/10/2017;4000000.0;microempresarial
femenino;comercio;comidas rapidas;popular;2;1.0;25/11/2016;1000000.0;microempresarial
femenino;comercio;variedades;robledo;3;7.0;7/02/2018;7000000.0;microempresarial
femenino;comercio;fabrica de ;tricentenario;3;5.0;15/05/2017;7377000.0;microempresarial
femenino;comercio;fabrica de ;san martin de porres;3;6.0;8/08/2017;7000000.0;microempresarial
femenino;industria;fabrica de ;robledo;2;7.0;17/07/2018;3000000.0;microempresarial
femenino;comercio;tienda de helados;el salvador;3;9.0;7/03/2016;6800000.0;microempresarial
femenino;industria;fabrica de ;carpinelo;1;1.0;26/07/2016;6890000.0;microempresarial
femenino;industria;fabrica de productos ;villa hermosa;3;8.0;17/05/2016;6890000.0;microempresarial
femenino;industria;fabrica de ;moravia;2;4.0;28/04/2017;4000000.0;microempresarial
masculino;industria;carpinteria;santa cruz;2;2.0;12/03/2018;4500000.0;microempresarial
femenino;comercio;miscelanea;trinidad;2;15.0;15/03/2018;7800000.0;microempresarial
masculino;servicio;barberia;robledo;2;7.0;29/09/2017;7377000.0;microempresarial
masculino;comercio;marroquineria;aranjuez;2;4.0;15/06/2018;5000000.0;microempresarial
masculino;comercio;restaurante;belen;3;16.0;29/11/2016;6890000.0;microempresarial
masculino;servicio;tienda;manrique central no. 1;3;4.0;16/03/2017;6000000.0;microempresarial
femenino;comercio;fabrica de ;buenos aires;3;9.0;13/02/2018;7800000.0;microempresarial
masculino;comercio;variedades;santo domingo savio ;1;1.0;16/05/2018;7800000.0;microempresarial
femenino;industria;fabrica de ;santa cruz;2;2.0;6/02/2018;7800000.0;microempresarial
femenino;servicio;cafe e internet;barrio caicedo;2;9.0;25/01/2019;7500000.0;microempresarial
masculino;comercio;variedades;belen;3;16.0;8/02/2018;7800000.0;microempresarial
masculino;comercio;almacen de ropa en ;palermo;2;4.0;14/11/2017;4400000.0;microempresarial
femenino;comercio;comidas rapidas;santo domingo savio ;1;1.0;7/02/2018;7800000.0;microempresarial
femenino;industria;fabrica de ;playon de los ;1;2.0;14/09/2018;7800000.0;microempresarial
femenino;industria;fabrica de ;enciso;2;8.0;23/04/2019;1650000.0;microempresarial
masculino;industria;fabrica de ;buenos aires;2;9.0;30/03/2017;6000000.0;microempresarial
femenino;comercio;tienda;santo domingo savio ;1;1.0;21/04/2017;5000000.0;microempresarial
masculino;industria;fabrica de repuestos ;campo valdes no. 1;3;4.0;7/10/2016;2000000.0;microempresarial
femenino;comercio;papeleria;robledo;2;7.0;24/10/2018;1800000.0;microempresarial
masculino;servicio;barberia;la pradera;3;13.0;28/05/2019;8000000.0;microempresarial
femenino;comercio;variedades;la avanzada;1;1.0;25/07/2018;3000000.0;microempresarial
femenino;servicio;distribuidora de ;robledo;3;7.0;7/11/2018;6000000.0;microempresarial
masculino;comercio;granero;manrique central no. 2;3;3.0;15/03/2017;7000000.0;microempresarial
femenino;industria;fabrica de ;la milagrosa;3;8.0;19/11/2018;7800000.0;microempresarial
femenino;comercio;variedades;santa cruz;2;2.0;24/08/2018;7800000.0;microempresarial
masculino;servicio;ebanistaria;13 de noviembre;1;8.0;10/05/2019;8281000.0;microempresarial
femenino;servicio;peluqueria;campo valdes no. 1;3;4.0;2/03/2018;7500000.0;microempresarial
femenino;comercio;tienda;santa cruz;2;2.0;10/06/2016;6000000.0;microempresarial
femenino;comercio;comidas rapidas;manrique central no. 1;2;4.0;13/12/2017;7000000.0;microempresarial
masculino;industria;fabrica de ;pedregal;3;6.0;27/02/2018;7800000.0;microempresarial
masculino;comercio;variedades;buenos aires;3;9.0;31/05/2017;7377000.0;microempresarial
femenino;comercio;comidas rapidas;enciso;3;8.0;27/03/2017;5000000.0;microempresarial
masculino;industria;fabrica de ;san pablo;2;1.0;4/10/2017;4400000.0;microempresarial
masculino;comercio;almacen de ropa en ;manrique central no. 2;2;3.0;5/04/2017;7300000.0;microempresarial
femenino;industria;fabrica de ;alfonso lopez;3;5.0;1/03/2017;7000000.0;microempresarial
femenino;servicio;comidas rapidas;manrique oriental;2;4.0;13/06/2019;8200000.0;microempresarial
masculino;servicio;taller de mecanica;santa cruz;2;2.0;14/07/2017;5500000.0;microempresarial
masculino;comercio;tienda;manrique central no. 1;1;4.0;6/03/2018;5000000.0;microempresarial
masculino;comercio;tienda;santo domingo savio ;1;1.0;14/09/2018;5500000.0;microempresarial
masculino;servicio;peluqueria;barrio caicedo;2;9.0;10/09/2018;1500000.0;microempresarial
masculino;comercio;fabrica de ;la milagrosa;3;9.0;6/10/2016;6500000.0;microempresarial
masculino;comercio;variedades;castilla;3;5.0;5/03/2019;3000000.0;microempresarial
femenino;servicio;variedades;santa cruz;2;2.0;14/02/2018;2000000.0;microempresarial
femenino;servicio;mantenimiento en ;manrique central no. 2;2;3.0;15/03/2019;3000000.0;microempresarial
femenino;comercio;almacen de ropa en ;moravia;2;4.0;27/12/2016;6900000.0;microempresarial
femenino;comercio;tienda;villa hermosa;2;8.0;29/10/2018;7000000.0;microempresarial
femenino;servicio;comidas rapidas;castilla;2;5.0;31/05/2018;6000000.0;microempresarial
masculino;comercio;cafe e internet;villa niza;2;2.0;19/05/2017;7377000.0;microempresarial
femenino;comercio;joyeria;la floresta;2;12.0;31/10/2017;6400000.0;microempresarial
femenino;comercio;variedades;villa niza;2;2.0;30/05/2017;4000000.0;microempresarial
femenino;comercio;reciclaje;robledo;2;7.0;12/04/2018;7000000.0;microempresarial
femenino;servicio;lavadero de ;san bernardo;3;16.0;23/03/2018;3000000.0;microempresarial
masculino;industria;fabrica de colchones;manrique central no. 1;2;4.0;29/08/2018;782000.0;microempresarial
femenino;comercio;comidas rapidas;20 de julio;2;13.0;26/05/2017;6000000.0;microempresarial
femenino;servicio;peluqueria;belen;3;16.0;9/10/2017;7370000.0;microempresarial
femenino;comercio;cafeteria;pedregal;3;6.0;11/01/2018;7000000.0;microempresarial
femenino;industria;fabrica de ;barrio caicedo;1;9.0;3/10/2018;7800000.0;microempresarial
femenino;comercio;panaderia;la esperanza;1;6.0;26/12/2016;5000000.0;microempresarial
femenino;industria;fabrica de ;enciso;1;8.0;5/12/2018;3000000.0;microempresarial
masculino;comercio;tienda;moravia;1;4.0;14/03/2017;7300000.0;microempresarial
femenino;servicio;productos de belleza;belen;3;16.0;5/03/2019;8281000.0;microempresarial
masculino;industria;fabrica de ;campo valdes no. 2;3;3.0;21/02/2018;7000000.0;microempresarial
femenino;comercio;variedades;santo domingo savio ;2;1.0;5/10/2017;5000000.0;microempresarial
femenino;industria;fabrica de ;castilla;3;5.0;14/04/2016;6894540.0;microempresarial
masculino;comercio;tienda;santo domingo savio ;2;1.0;7/07/2017;7000000.0;microempresarial
femenino;comercio;ferreteria;la floresta;1;12.0;25/02/2016;6890000.0;microempresarial
masculino;servicio;fotografia;manrique central no. 1;2;4.0;24/10/2018;7800000.0;microempresarial
femenino;servicio;restaurante;enciso;1;8.0;5/10/2016;4000000.0;microempresarial
femenino;industria;fabrica de ;robledo;2;7.0;26/12/2016;6890000.0;microempresarial
femenino;industria;fabrica de ;manrique central no. 1;3;4.0;9/07/2018;7800000.0;microempresarial
femenino;industria;fabrica de ;robledo;3;7.0;3/12/2018;5000000.0;microempresarial
masculino;comercio;almacen de ropa en ;robledo;2;7.0;28/11/2016;6000000.0;microempresarial
femenino;industria;fabrica de ;buenos aires;2;9.0;14/09/2018;7800000.0;microempresarial
masculino;industria;fabrica de alimentos;buenos aires;3;9.0;3/07/2018;17187324.0;microempresarial
masculino;industria;fabrica de alimentos;belen;3;16.0;30/10/2017;5000000.0;microempresarial
masculino;servicio;peluqueria;aranjuez;3;4.0;28/04/2017;7300000.0;microempresarial
femenino;servicio;peluqueria;cristo rey;3;15.0;1/09/2017;3300000.0;microempresarial
masculino;industria;variedades;santo domingo savio ;1;1.0;2/05/2018;4000000.0;microempresarial
femenino;industria;fabrica de ;santa cruz;1;2.0;31/08/2016;6890000.0;microempresarial
masculino;comercio;tienda;belen;3;16.0;24/01/2018;4000000.0;microempresarial
femenino;comercio;comidas rapidas;enciso;3;8.0;18/01/2017;6800000.0;microempresarial
femenino;industria;fabrica de ;manrique oriental;2;3.0;21/05/2018;6000000.0;microempresarial
femenino;comercio;tienda;aguas frias;2;70.0;9/06/2016;6000000.0;microempresarial
femenino;comercio;comidas rapidas;picacho;1;6.0;29/03/2017;73770000.0;microempresarial
masculino;comercio;almacen de ropa en ;enciso;2;8.0;18/07/2018;7800000.0;microempresarial
femenino;comercio;barberia;robledo;3;7.0;27/02/2018;7200000.0;microempresarial
femenino;comercio;variedades;castilla;3;5.0;19/03/2019;7000000.0;microempresarial
femenino;comercio;fabrica de ;cabecera san antonio ;3;80.0;21/03/2017;4000000.0;microempresarial
femenino;industria;fabrica de ;aranjuez;2;4.0;17/02/2017;4000000.0;microempresarial
masculino;comercio;tienda;manrique oriental;2;3.0;29/11/2017;7300000.0;microempresarial
masculino;servicio;variedades;carpinelo;1;1.0;15/03/2019;8000000.0;microempresarial
masculino;comercio;variedades;enciso;2;8.0;2/06/2017;7370000.0;microempresarial
femenino;servicio;peluqueria;doce de octubre no.1;1;6.0;26/09/2017;7300000.0;microempresarial
femenino;comercio;legumbreria;carpinelo;1;1.0;16/04/2018;7800000.0;microempresarial
masculino;comercio;fabrica de calzado;barrio caicedo;1;9.0;4/12/2018;7000000.0;microempresarial
masculino;comercio;miscelanea;barrio caicedo;2;9.0;10/11/2016;6800000.0;microempresarial
masculino;comercio;variedades;las palmas;3;10.0;11/05/2018;1500000.0;microempresarial
femenino;industria;fabrica de ;santa cruz;2;2.0;5/06/2017;3500000.0;microempresarial
femenino;industria;fabrica de ;robledo;3;7.0;10/07/2018;7800000.0;microempresarial
masculino;agropecuaria;criadero de animales ;cabecera san cristobal;2;60.0;23/07/2018;19000000.0;agropecuaria
masculino;comercio;variedades;buenos aires;3;9.0;5/06/2018;7800000.0;microempresarial
femenino;industria;fabrica de ;manrique oriental;2;3.0;18/06/2018;7000000.0;microempresarial
femenino;comercio;almacen de ropa en ;tejelo;3;5.0;10/11/2017;7000000.0;microempresarial
masculino;industria;fabrica de ;buenos aires;3;9.0;26/01/2018;3000000.0;microempresarial
masculino;servicio;mantenimiento en ;versalles no. 2;1;3.0;6/05/2016;5500000.0;microempresarial
masculino;comercio;fabrica de alimentos;aranjuez;3;4.0;8/02/2018;7812000.0;microempresarial
femenino;comercio;variedades;san javier no.1;1;13.0;5/09/2017;5200000.0;microempresarial
femenino;comercio;tienda;aranjuez;2;4.0;16/08/2017;7300000.0;microempresarial
masculino;comercio;tienda;belen;2;16.0;28/10/2016;6890000.0;microempresarial
masculino;comercio;variedades;popular;1;1.0;23/11/2016;3000000.0;microempresarial
masculino;comercio;tienda;lopez de mesa;3;7.0;24/01/2019;2000000.0;microempresarial
femenino;comercio;productos de belleza;la america;3;12.0;2/08/2018;7000000.0;microempresarial
femenino;servicio;recreativo educativo;robledo;2;7.0;18/11/2016;6890000.0;microempresarial
femenino;industria;fabrica de alimentos;el salvador;2;9.0;8/11/2017;4000000.0;microempresarial
femenino;comercio;variedades;toscana;2;5.0;13/07/2018;7500000.0;microempresarial
femenino;comercio;tienda;barrio caicedo;1;9.0;24/02/2016;6000000.0;microempresarial
femenino;servicio;comidas rapidas;buenos aires;2;9.0;22/09/2016;6890000.0;microempresarial
femenino;industria;fabrica de ;santo domingo savio ;1;1.0;6/06/2017;5000000.0;microempresarial
masculino;comercio;tienda;robledo;3;7.0;16/11/2016;3500000.0;microempresarial
femenino;servicio;cafe e internet;robledo;1;7.0;16/04/2018;6000000.0;microempresarial
femenino;agropecuaria;criadero de animales ;palmitas;1;50.0;23/01/2018;2000000.0;microempresarial
femenino;industria;fabrica de ;fatima;3;16.0;4/07/2018;7800000.0;microempresarial
masculino;servicio;fumigacion;villa turbay;1;8.0;3/01/2018;4400000.0;credioportuno
masculino;industria;fabrica de ;popular;2;1.0;4/10/2017;7300000.0;microempresarial
masculino;servicio;comidas rapidas;popular;2;1.0;14/09/2017;7377000.0;microempresarial
masculino;comercio;fabrica de alimentos;guayabal;3;15.0;4/05/2017;7000000.0;microempresarial
masculino;servicio;comidas rapidas;olaya herrera;1;7.0;29/08/2016;6890000.0;microempresarial
masculino;comercio;fabrica de arepas;robledo;3;7.0;17/08/2017;7000000.0;microempresarial
femenino;comercio;almacen de ropa en ;enciso;2;8.0;24/07/2018;1000000.0;microempresarial
masculino;servicio;productos de belleza;aranjuez;2;4.0;29/10/2018;7800000.0;microempresarial
femenino;servicio;peluqueria;popular;2;1.0;30/05/2018;7000000.0;microempresarial
masculino;servicio;mantenimiento en ;la candelaria;3;10.0;18/01/2016;6890000.0;microempresarial
femenino;industria;fabrica de ;castilla;3;5.0;20/02/2017;5000000.0;microempresarial
masculino;industria;fabrica de ;las palmas;3;10.0;7/06/2018;7800000.0;microempresarial
femenino;comercio;almacen de ropa en ;manrique central no. 2;1;3.0;8/06/2017;7377000.0;microempresarial
femenino;comercio;variedades;santo domingo savio ;1;1.0;6/09/2017;7377000.0;microempresarial
masculino;comercio;miscelanea;florencia;3;5.0;6/12/2018;6000000.0;microempresarial
masculino;servicio;tienda;barrio caicedo;3;9.0;12/05/2017;1500000.0;microempresarial
femenino;comercio;almacen de ropa en ;santa cruz;2;2.0;30/01/2019;8281000.0;microempresarial
femenino;comercio;peluqueria;robledo;3;7.0;28/07/2016;6890000.0;microempresarial
masculino;industria;carpinteria;castilla;3;5.0;12/06/2017;2000000.0;microempresarial
femenino;comercio;variedades;robledo;2;7.0;14/02/2017;7370000.0;microempresarial
femenino;servicio;variedades;bello horizonte;2;7.0;14/02/2018;7800000.0;microempresarial
masculino;comercio;variedades;cabecera san antonio ;2;80.0;9/03/2018;7800000.0;microempresarial
masculino;industria;fabrica de ;lopez de mesa;3;7.0;9/04/2018;5000000.0;microempresarial
femenino;comercio;tienda;la milagrosa;2;9.0;10/11/2017;43000.0;microempresarial
femenino;comercio;papeleria;granizal;2;1.0;14/03/2017;5000000.0;microempresarial
femenino;servicio;peluqueria;campo valdes no. 1;3;4.0;5/09/2018;7800000.0;microempresarial
masculino;servicio;variedades;san javier no.1;3;13.0;24/05/2017;73000000.0;microempresarial
femenino;comercio;variedades;san javier no.1;3;13.0;14/10/2016;4000000.0;microempresarial
femenino;comercio;tienda de helados;la milagrosa;2;9.0;28/09/2017;3000000.0;microempresarial
femenino;comercio;almacen de ropa en ;villa niza;2;2.0;27/09/2018;6000000.0;microempresarial
femenino;comercio;tienda;el salvador;2;9.0;15/03/2017;5000000.0;microempresarial
masculino;comercio;recreativo educativo;manrique central no. 2;2;3.0;30/03/2017;4500000.0;juridica y cap.semilla
femenino;servicio;fabrica de ;belen;2;16.0;26/07/2016;6000000.0;microempresarial
femenino;comercio;papeleria;doce de octubre no.1;2;6.0;1/09/2017;3000000.0;microempresarial
femenino;servicio;peluqueria;san javier no.1;2;13.0;18/08/2017;1000000.0;microempresarial
femenino;comercio;variedades;santa cruz;2;2.0;14/03/2018;1500000.0;microempresarial
femenino;comercio;tienda;popular;1;1.0;2/08/2018;5000000.0;microempresarial
femenino;comercio;granero;boyaca;3;5.0;30/06/2017;7000000.0;microempresarial
femenino;comercio;cafeteria;bel¿n;3;16.0;14/01/2016;6800000.0;microempresarial
masculino;comercio;variedades;altavista;2;70.0;27/10/2017;3000000.0;microempresarial
femenino;comercio;tienda;pablo vi;2;2.0;26/04/2017;4300000.0;microempresarial
femenino;industria;fabrica de ;florencia;3;5.0;4/12/2017;3000000.0;microempresarial
femenino;industria;fabrica de ;villa hermosa;2;8.0;6/08/2018;4000000.0;microempresarial
masculino;industria;fabrica de arepas;santo domingo savio ;1;1.0;20/01/2017;6890000.0;microempresarial
femenino;comercio;comidas rapidas;manrique central no. 1;3;4.0;3/04/2018;7000000.0;microempresarial
femenino;comercio;almacen de ropa en ;buenos aires;3;9.0;25/04/2017;6000000.0;microempresarial
femenino;industria;fabrica de ;robledo;1;7.0;21/03/2018;5000000.0;microempresarial
femenino;comercio;almacen de ropa en ;llanaditas;2;8.0;15/05/2017;5000000.0;microempresarial
femenino;servicio;comidas rapidas;guayabal;3;15.0;14/06/2016;5000000.0;microempresarial
masculino;comercio;comidas rapidas;robledo;3;7.0;8/06/2017;7300000.0;microempresarial
femenino;industria;fabrica de ;buenos aires;2;9.0;11/11/2016;4000000.0;microempresarial
masculino;servicio;mantenimiento en ;buenos aires;3;9.0;13/07/2017;6000000.0;microempresarial
masculino;comercio;distribuidora de ;barrio caicedo;2;9.0;14/06/2018;7800000.0;microempresarial
masculino;comercio;variedades;manrique central no. 2;2;3.0;8/11/2016;6000000.0;microempresarial
femenino;comercio;variedades;cabecera san cristobal;2;60.0;8/08/2017;7300000.0;microempresarial
femenino;industria;ferreteria;doce de octubre no.1;2;6.0;29/10/2018;5000000.0;microempresarial
femenino;industria;fabrica de ;guayabal;2;15.0;4/04/2018;6700000.0;microempresarial
masculino;industria;fabrica de ;buenos aires;2;9.0;29/03/2017;7377000.0;microempresarial
femenino;comercio;tienda;juan xxiii la quiebra;1;13.0;6/02/2016;3000000.0;microempresarial
masculino;servicio;variedades;robledo;3;7.0;7/09/2017;7300000.0;microempresarial
femenino;servicio;restaurante;el salvador;3;9.0;11/10/2018;4000000.0;microempresarial
femenino;servicio;variedades;manrique oriental;2;3.0;21/07/2017;7300000.0;microempresarial
masculino;comercio;almacen de ropa en ;guayabal;3;15.0;6/04/2017;5000000.0;microempresarial
masculino;comercio;carpinteria;manrique oriental;2;3.0;4/01/2017;5000000.0;microempresarial
femenino;servicio;variedades;cabecera san cristobal;3;60.0;4/01/2017;6894000.0;microempresarial
femenino;comercio;fabrica de alimentos;guayabal;2;15.0;14/11/2018;7000000.0;microempresarial
femenino;servicio;peluqueria;popular;2;1.0;7/09/2016;5000000.0;microempresarial
femenino;servicio;barberia;robledo;1;7.0;18/03/2016;6890000.0;microempresarial
femenino;comercio;charcuteria;robledo;1;7.0;21/10/2016;1500000.0;microempresarial
masculino;comercio;almacen de ropa en ;aranjuez;2;4.0;6/03/2017;4000000.0;microempresarial
femenino;comercio;comidas rapidas;la libertad;2;8.0;20/04/2018;2000000.0;microempresarial
femenino;servicio;papeleria;enciso;1;8.0;23/10/2017;7000000.0;microempresarial
masculino;industria;fabrica de ;la milagrosa;3;9.0;11/10/2018;7800000.0;microempresarial
masculino;comercio;tienda de helados;aranjuez;2;4.0;20/06/2019;2000000.0;credioportuno
masculino;industria;fabrica de ;santo domingo savio ;1;1.0;16/11/2018;7000000.0;microempresarial
femenino;comercio;venta de calzado;pablo vi;2;2.0;30/08/2017;7000000.0;microempresarial
masculino;servicio;gimnasio;robledo;2;7.0;21/11/2017;2000000.0;empresarial ed. 
femenino;comercio;peluqueria;loreto;3;9.0;3/05/2018;3000000.0;microempresarial
femenino;comercio;distribuidora de ;playon de los ;2;2.0;17/07/2018;5000000.0;microempresarial
femenino;comercio;miscelanea;aranjuez;2;4.0;3/10/2018;7800000.0;microempresarial
masculino;comercio;tienda;manrique central no. 1;2;4.0;28/03/2019;8281000.0;microempresarial
femenino;servicio;recreativo educativo;barrio caicedo;1;9.0;28/05/2018;7000000.0;microempresarial
femenino;comercio;distribuidora de ;robledo;2;7.0;16/03/2018;7000000.0;microempresarial
femenino;comercio;tienda;campo valdes no. 1;3;4.0;6/08/2018;1000000.0;microempresarial
femenino;industria;fabrica de ;enciso;2;8.0;12/03/2018;6000000.0;microempresarial
femenino;servicio;peluqueria;robledo;2;7.0;13/06/2018;6000000.0;microempresarial
femenino;comercio;almacen de ropa en ;bombona no. 1;3;10.0;1/02/2018;7800000.0;microempresarial
femenino;comercio;variedades;manrique central no. 1;2;4.0;25/10/2017;7370000.0;microempresarial
masculino;industria;fabrica de repuestos ;pedregal;2;6.0;11/12/2018;7000000.0;microempresarial
femenino;comercio;almacen de ropa en ;francisco antonio zea;3;5.0;26/08/2016;6890000.0;microempresarial
femenino;industria;fabrica de ;aranjuez;1;4.0;23/11/2017;4500000.0;microempresarial
femenino;comercio;tienda;el pinal;1;8.0;10/02/2016;3000000.0;microempresarial
femenino;comercio;variedades;pedregal;2;6.0;14/11/2018;5000000.0;microempresarial
femenino;comercio;comidas rapidas;santo domingo savio ;2;1.0;23/05/2018;2000000.0;microempresarial
masculino;comercio;miscelanea;robledo;3;7.0;13/10/2016;6890000.0;microempresarial
masculino;comercio;comidas rapidas;guayabal;3;15.0;9/07/2018;3000000.0;microempresarial
femenino;comercio;tienda;belen;2;16.0;20/06/2018;7800000.0;microempresarial
masculino;comercio;joyeria;manrique central no. 1;3;4.0;15/09/2017;6000000.0;microempresarial
femenino;servicio;peluqueria;robledo;2;7.0;3/02/2017;4000000.0;microempresarial
femenino;comercio;variedades;castilla;3;5.0;21/09/2018;7800000.0;microempresarial
femenino;industria;fabrica de ;llanaditas;1;8.0;22/02/2017;5000000.0;microempresarial
masculino;agropecuaria;criadero de animales ;cabecera san antonio ;2;80.0;12/06/2018;7800000.0;microempresarial
femenino;comercio;comidas rapidas;castilla;3;5.0;13/12/2018;7800000.0;microempresarial
femenino;comercio;cafe e internet;aranjuez;1;4.0;25/11/2016;6890000.0;microempresarial
femenino;comercio;almacen de ropa en ;manrique oriental;3;3.0;13/02/2019;8000000.0;microempresarial
femenino;servicio;fotografia;versalles no. 1;1;3.0;12/06/2018;7812000.0;microempresarial
femenino;comercio;variedades;manrique oriental;1;3.0;3/05/2019;8000000.0;microempresarial
femenino;comercio;variedades;cabecera san cristobal;1;60.0;4/12/2018;3000000.0;microempresarial
femenino;agropecuaria;variedades;andalucia;2;2.0;15/06/2018;7000000.0;microempresarial
masculino;industria;panaderia;popular;1;1.0;30/01/2018;6000000.0;microempresarial
femenino;comercio;variedades;robledo;2;7.0;24/07/2017;6000000.0;microempresarial
femenino;comercio;variedades;prado;3;10.0;27/06/2017;7377000.0;microempresarial
femenino;comercio;comidas rapidas;girardot;3;5.0;6/10/2016;4000000.0;microempresarial
femenino;servicio;venta de lacteos;robledo;2;7.0;7/07/2016;4000000.0;microempresarial
masculino;comercio;fabrica de ;san javier no.1;1;13.0;1/02/2018;6000000.0;microempresarial
masculino;industria;fabrica de ;picachito;1;6.0;26/11/2018;7800000.0;microempresarial
masculino;servicio;publicidad y ;popular;2;1.0;16/11/2016;6890000.0;microempresarial
masculino;comercio;cerrajeria;cabecera san antonio ;2;80.0;7/06/2018;3000000.0;microempresarial
femenino;servicio;peluqueria;doce de octubre no.1;2;6.0;28/08/2017;7300000.0;microempresarial
masculino;servicio;taller de mecanica;miraflores;3;9.0;23/05/2017;7000000.0;microempresarial
masculino;servicio;mantenimiento en ;enciso;1;8.0;7/09/2016;6890000.0;microempresarial
masculino;industria;taller de mecanica;villatina;2;8.0;16/08/2017;4000000.0;microempresarial
femenino;servicio;restaurante;enciso;1;8.0;26/10/2017;7300000.0;microempresarial
femenino;servicio;variedades;pedregal;3;6.0;4/12/2018;7000000.0;microempresarial
masculino;comercio;distribuidora de ;santa lucia;2;12.0;16/03/2018;7000000.0;microempresarial
femenino;comercio;fabrica de alimentos;cabecera san cristobal;2;60.0;17/07/2018;7800000.0;microempresarial
femenino;comercio;fabrica de alimentos;la milagrosa;2;9.0;4/04/2018;7800000.0;microempresarial
masculino;industria;cerrajeria;girardot;3;5.0;6/02/2017;1000000.0;microempresarial
masculino;servicio;taller de electronica;centro admtivo;2;10.0;4/01/2019;3000000.0;microempresarial
femenino;industria;fabrica de ;girardot;3;5.0;16/11/2018;7800000.0;microempresarial
masculino;industria;fabrica de ;manrique central no. 1;2;4.0;16/07/2018;7800000.0;microempresarial
femenino;comercio;almacen de ropa en ;boyaca;3;5.0;8/11/2016;6890000.0;microempresarial
